MeterID,Zone,ConsumerType,Date,EnergyConsumed_kWh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
MTR00745,East,Residential,2025-12-03,259.01,71.96,71,Faulty,6.23
MTR00746,South,Industrial,2025-03-06,205.64,91.54,83,Active,7.8
MTR00747,West,Residential,2025-05-23,448.65,98.99,196,Faulty,11.7
MTR00748,North,Industrial,2025-10-10,268.47,24.11,32,Active,7.14
MTR00749,South,Residential,2025-01-14,465.88,15.88,82,Active,11.74
MTR00750,South,Commercial,2025-05-20,1067.81,84.81,210,Faulty,5.88
MTR00751,West,Commercial,2025-05-18,1193.41,11.26,110,Active,4.84
MTR00752,North,Commercial,2025-04-11,368.31,124.12,105,Faulty,8.63
MTR00753,West,Residential,2025-11-27,541.05,38.35,188,Faulty,4.94
MTR00754,West,Commercial,2025-05-14,50.58,116.11,284,Faulty,4.86
MTR00755,North,Commercial,2025-10-14,252.12,29.58,66,Faulty,8.6
MTR00756,South,Industrial,2025-09-01,456.34,144.3,48,Faulty,6.84
MTR00757,South,Commercial,2025-05-06,319.44,59.87,56,Faulty,11.17
MTR00758,East,Industrial,2025-09-09,619.0,6.75,240,Faulty,4.89
MTR00759,North,Residential,2025-11-24,153.89,17.69,223,Faulty,7.95
MTR00760,Central,Residential,2025-01-17,204.34,142.31,152,Active,11.54
MTR00761,South,Commercial,2025-08-24,679.59,62.75,96,Faulty,10.84
MTR00762,Central,Industrial,2025-06-19,993.96,142.01,225,Active,5.9
MTR00763,Central,Commercial,2025-08-19,628.87,140.92,95,Active,6.69
MTR00764,Central,Residential,2025-08-01,866.43,27.48,89,Active,11.12
MTR00765,North,Commercial,2025-06-26,933.36,145.73,53,Active,6.47
MTR00766,Central,Residential,2025-09-22,176.23,109.92,232,Active,10.01
MTR00767,East,Commercial,2025-10-18,702.47,89.11,35,Active,11.62
MTR00768,South,Commercial,2025-10-12,421.84,92.09,11,Faulty,7.48
MTR00769,Central,Commercial,2025-09-12,788.54,123.52,220,Active,5.13
MTR00770,Central,Commercial,2025-08-01,330.22,114.73,133,Faulty,6.8
MTR00771,South,Industrial,2025-08-04,456.05,130.01,80,Faulty,5.51
MTR00772,North,Residential,2025-09-29,333.94,109.08,51,Active,9.32
MTR00773,West,Commercial,2025-08-13,446.75,65.0,17,Active,8.43
MTR00774,South,Residential,2025-06-15,803.43,38.11,216,Faulty,6.48
MTR00775,North,Commercial,2025-04-14,595.35,134.04,177,Active,5.16
MTR00776,South,Commercial,2025-04-01,989.06,17.78,54,Active,5.51
MTR00777,North,Residential,2025-05-21,139.88,56.13,74,Active,9.7
MTR00778,South,Commercial,2025-07-27,496.71,110.45,180,Faulty,8.2
MTR00779,Central,Commercial,2025-03-05,291.51,95.18,38,Faulty,10.16
MTR00780,North,Industrial,2025-04-11,1155.48,129.53,17,Active,3.54
MTR00781,South,Commercial,2025-04-20,293.76,126.96,11,Active,12.23
MTR00782,North,Industrial,2025-04-01,124.25,76.81,195,Faulty,4.45
MTR00783,West,Residential,2025-05-19,388.31,36.13,202,Active,11.84
MTR00784,North,Industrial,2025-06-30,735.95,33.75,144,Active,4.17
MTR00785,East,Residential,2025-05-02,1038.68,124.21,19,Active,9.76
MTR00786,Central,Industrial,2025-11-11,410.71,84.2,93,Faulty,5.45
MTR00787,North,Industrial,2025-11-15,830.9,119.05,266,Faulty,10.44
MTR00788,East,Industrial,2025-01-30,1147.84,98.61,30,Faulty,9.43
MTR00789,North,Industrial,2025-08-20,563.6,96.07,241,Faulty,6.4
MTR00790,Central,Commercial,2025-03-20,846.52,45.9,168,Active,10.83
MTR00791,East,Residential,2025-05-24,1124.66,38.03,226,Faulty,10.18
MTR00792,East,Residential,2025-05-28,395.57,53.45,123,Active,5.37
MTR00793,Central,Industrial,2025-08-25,195.17,13.18,171,Active,8.21
MTR00794,Central,Commercial,2025-12-13,382.75,73.93,14,Faulty,5.79
MTR00795,West,Residential,2025-01-29,712.59,78.14,259,Faulty,4.5
MTR00796,West,Residential,2025-11-11,468.32,87.37,284,Faulty,4.28
MTR00797,Central,Industrial,2025-01-18,261.67,100.02,48,Active,8.37
MTR00798,West,Residential,2025-03-04,94.35,22.12,287,Active,9.7
MTR00799,South,Commercial,2025-04-13,191.06,109.39,9,Faulty,8.75
MTR00800,West,Commercial,2025-09-07,268.34,95.9,127,Faulty,9.24
MTR00801,East,Residential,2025-10-02,1113.37,143.19,144,Faulty,10.69
MTR00802,North,Industrial,2025-12-17,443.91,79.07,109,Faulty,8.25
MTR00803,East,Residential,2025-12-04,627.92,105.57,3,Active,4.66
MTR00804,West,Industrial,2025-04-20,244.89,140.41,101,Faulty,3.78
MTR00805,East,Residential,2025-09-22,88.83,90.39,79,Active,11.64
MTR00806,Central,Residential,2025-01-31,1092.24,146.29,271,Active,7.18
MTR00807,East,Residential,2025-07-24,251.36,90.8,211,Active,12.25
MTR00808,South,Residential,2025-11-24,1189.24,98.63,60,Active,5.43
MTR00809,Central,Residential,2025-11-29,975.75,31.44,130,Active,10.22
MTR00810,South,Commercial,2025-01-21,349.94,27.32,196,Active,5.5
MTR00811,Central,Industrial,2025-04-29,854.58,139.57,150,Faulty,7.32
MTR00812,North,Residential,2025-01-28,205.2,9.41,207,Faulty,8.83
MTR00813,East,Commercial,2025-03-18,505.96,131.65,51,Faulty,8.81
MTR00814,West,Commercial,2025-10-14,719.76,77.68,192,Active,8.37
MTR00815,Central,Commercial,2025-12-11,465.19,130.8,69,Faulty,11.52
MTR00816,East,Commercial,2025-06-19,389.14,126.51,161,Faulty,4.87
MTR00817,North,Commercial,2025-03-05,633.48,56.23,175,Faulty,5.22
MTR00818,South,Commercial,2025-11-21,615.01,7.88,230,Active,11.11
MTR00819,South,Commercial,2025-06-25,527.52,112.27,172,Active,7.39
MTR00820,South,Residential,2025-08-02,927.51,117.11,184,Faulty,11.75
MTR00821,South,Industrial,2025-02-22,403.82,139.11,135,Active,4.78
MTR00822,South,Commercial,2025-07-23,662.61,18.15,231,Faulty,11.82
MTR00823,West,Industrial,2025-12-28,479.28,60.14,245,Faulty,6.34
MTR00824,North,Industrial,2025-03-19,155.31,54.22,106,Active,10.34
MTR00825,East,Industrial,2025-11-18,476.64,86.68,246,Active,6.35
MTR00826,North,Industrial,2025-10-18,447.83,43.27,278,Active,11.89
MTR00827,East,Industrial,2025-06-25,1162.02,28.11,174,Active,8.46
MTR00828,East,Residential,2025-12-30,1052.72,64.69,83,Active,3.57
MTR00829,South,Residential,2025-05-18,201.64,43.15,256,Faulty,8.64
MTR00830,East,Residential,2025-04-14,195.79,63.36,34,Faulty,6.54
MTR00831,East,Industrial,2025-06-10,89.57,147.59,125,Faulty,4.5
MTR00832,Central,Residential,2025-11-08,610.8,142.5,12,Faulty,6.23
MTR00833,South,Residential,2025-07-31,1074.17,124.87,226,Faulty,10.79
MTR00834,East,Commercial,2025-09-26,167.51,90.28,153,Active,4.16
MTR00835,East,Commercial,2025-10-03,799.57,66.67,47,Active,6.21
MTR00836,North,Industrial,2025-10-10,241.08,44.35,254,Active,4.75
MTR00837,West,Industrial,2025-05-11,180.75,83.49,79,Active,7.86
MTR00838,East,Residential,2025-05-12,533.13,123.57,298,Faulty,6.38
MTR00839,North,Industrial,2025-12-08,1021.97,117.9,217,Faulty,5.94
MTR00840,Central,Residential,2025-04-14,820.81,128.86,33,Active,11.98
MTR00841,East,Residential,2025-05-17,559.24,78.41,131,Faulty,7.72
MTR00842,West,Residential,2025-12-08,328.36,57.71,254,Active,4.93
MTR00843,West,Residential,2025-05-29,1182.31,35.92,44,Active,6.51
MTR00844,South,Commercial,2025-06-20,218.38,18.12,195,Faulty,6.14
MTR00845,South,Industrial,2025-09-29,836.3,21.17,178,Active,9.54
MTR00846,South,Industrial,2025-11-17,1064.91,117.18,278,Active,5.56
MTR00847,East,Commercial,2025-02-26,231.11,7.34,50,Active,10.78
MTR00848,East,Residential,2025-05-04,669.28,148.84,135,Active,11.12
MTR00849,Central,Commercial,2025-12-21,1022.74,72.99,297,Faulty,8.0
MTR00850,South,Commercial,2025-06-06,1022.17,145.96,125,Active,11.16
MTR00851,South,Industrial,2025-05-05,79.91,132.57,163,Faulty,10.88
MTR00852,South,Industrial,2025-04-20,452.56,82.46,140,Faulty,10.61
MTR00853,South,Residential,2025-12-20,459.51,148.04,205,Active,7.01
MTR00854,South,Residential,2025-10-22,878.55,5.72,277,Faulty,8.8
MTR00855,West,Commercial,2025-03-09,990.57,114.65,244,Faulty,7.32
MTR00856,West,Residential,2025-03-02,996.97,126.17,112,Active,9.15
MTR00857,South,Residential,2025-08-19,200.95,44.7,250,Active,12.31
MTR00858,East,Industrial,2025-02-22,150.86,72.89,25,Faulty,9.0
MTR00859,West,Residential,2025-05-22,1106.65,70.35,46,Faulty,7.61
MTR00860,West,Industrial,2025-04-01,262.21,102.65,69,Faulty,5.71
MTR00861,West,Residential,2025-04-02,303.11,114.11,54,Active,4.23
MTR00862,South,Commercial,2025-11-21,982.57,49.89,98,Active,4.65
MTR00863,West,Industrial,2025-01-07,890.42,86.37,51,Active,7.16
MTR00864,South,Industrial,2025-01-28,648.05,6.3,102,Active,4.64
MTR00865,North,Commercial,2025-03-30,1199.23,90.55,227,Faulty,8.47
MTR00866,West,Residential,2025-08-03,383.22,58.11,2,Active,10.22
MTR00867,South,Industrial,2025-04-01,318.89,101.62,248,Active,10.85
MTR00868,South,Residential,2025-08-18,621.05,131.24,138,Active,7.2
MTR00869,North,Residential,2025-06-08,118.28,113.4,257,Active,6.29
MTR00870,Central,Industrial,2025-08-29,876.89,131.62,227,Active,8.52
MTR00871,Central,Industrial,2025-01-03,895.77,148.8,13,Faulty,7.02
MTR00872,Central,Industrial,2025-05-04,1135.11,101.21,221,Faulty,5.69
MTR00873,North,Residential,2025-10-07,98.62,110.36,144,Active,4.69
MTR00874,Central,Commercial,2025-10-04,132.52,48.69,119,Active,7.88
MTR00875,Central,Industrial,2025-10-01,369.35,27.25,111,Active,10.84
MTR00876,East,Residential,2025-07-21,221.02,34.08,78,Faulty,4.11
MTR00877,West,Industrial,2025-02-05,245.74,142.75,118,Active,3.59
MTR00878,Central,Industrial,2025-09-13,1031.47,91.31,79,Active,5.24
MTR00879,South,Industrial,2025-12-08,1009.83,145.71,247,Faulty,8.2
MTR00880,South,Commercial,2025-04-07,802.0,31.3,192,Faulty,10.08
MTR00881,East,Industrial,2025-01-26,630.73,12.91,140,Faulty,11.4
MTR00882,West,Residential,2025-09-14,214.72,50.63,57,Faulty,11.23
MTR00883,North,Industrial,2025-05-20,665.26,62.08,203,Faulty,3.54
MTR00884,West,Industrial,2025-12-01,1025.9,79.26,90,Faulty,6.67
MTR00885,North,Commercial,2025-08-27,430.1,129.34,136,Active,9.23
MTR00886,North,Industrial,2025-11-30,368.75,84.04,140,Faulty,7.55
MTR00887,Central,Commercial,2025-11-03,708.51,142.83,21,Faulty,10.59
MTR00888,East,Industrial,2025-05-15,75.96,108.49,89,Faulty,9.6
MTR00889,Central,Industrial,2025-04-17,676.13,55.61,261,Active,7.09
MTR00890,South,Industrial,2025-10-20,234.14,64.41,170,Faulty,12.5
MTR00891,North,Industrial,2025-04-15,1000.97,134.68,288,Active,6.17
MTR00892,North,Residential,2025-12-19,842.04,95.64,253,Active,10.48
MTR00893,South,Industrial,2025-07-11,1047.43,107.54,285,Active,9.26
MTR00894,Central,Residential,2025-12-31,440.96,84.37,17,Active,6.22
MTR00895,North,Industrial,2025-10-11,664.55,25.58,209,Active,7.17
MTR00896,East,Residential,2025-02-18,249.79,10.78,237,Faulty,8.25
MTR00897,North,Commercial,2025-06-10,1158.56,143.01,107,Faulty,6.18
MTR00898,South,Residential,2025-01-24,910.8,91.31,264,Active,6.95
MTR00899,North,Industrial,2025-08-01,390.17,33.4,204,Faulty,4.54
MTR00900,West,Residential,2025-04-14,505.39,84.84,116,Faulty,4.65
MTR00901,South,Residential,2025-05-13,932.88,115.92,203,Faulty,4.74
MTR00902,North,Commercial,2025-11-23,54.23,89.92,281,Active,7.2
MTR00903,Central,Industrial,2025-08-28,618.16,63.62,207,Faulty,3.67
MTR00904,East,Industrial,2025-05-15,1090.71,33.37,210,Active,10.85
MTR00905,West,Commercial,2025-08-27,1144.36,130.01,280,Faulty,8.75
MTR00906,Central,Commercial,2025-11-27,381.51,39.5,296,Faulty,8.32
MTR00907,Central,Commercial,2025-09-12,70.12,132.09,150,Active,10.01
MTR00908,West,Commercial,2025-12-08,170.49,122.97,73,Faulty,9.96
MTR00909,Central,Commercial,2025-01-12,352.8,121.2,290,Active,6.06
MTR00910,Central,Commercial,2025-12-03,1166.12,39.97,186,Faulty,9.73
MTR00911,East,Commercial,2025-10-05,1178.67,90.32,124,Active,10.33
MTR00912,Central,Commercial,2025-04-17,116.51,111.64,8,Faulty,12.01
MTR00913,South,Commercial,2025-06-15,59.92,125.81,154,Faulty,7.17
MTR00914,West,Residential,2025-05-05,923.5,89.88,99,Faulty,11.2
MTR00915,South,Commercial,2025-04-25,295.89,79.11,237,Faulty,8.79
MTR00916,East,Commercial,2025-06-10,1068.26,68.33,135,Faulty,9.23
MTR00917,West,Industrial,2025-07-02,695.83,39.57,235,Active,6.77
MTR00918,West,Residential,2025-10-07,786.41,112.26,194,Active,9.83
MTR00919,North,Industrial,2025-03-12,971.35,51.46,193,Faulty,9.61
MTR00920,North,Residential,2025-07-25,519.35,66.83,279,Active,5.71
MTR00921,East,Residential,2025-04-17,1157.47,58.47,11,Active,10.72
MTR00922,West,Commercial,2025-08-13,934.13,52.84,200,Active,11.83
MTR00923,South,Residential,2025-02-10,870.73,49.59,220,Faulty,12.36
MTR00924,North,Commercial,2025-12-03,177.82,81.02,283,Faulty,4.34
MTR00925,West,Industrial,2025-06-15,1042.57,76.53,78,Faulty,10.86
MTR00926,South,Residential,2025-04-25,455.91,99.03,297,Faulty,7.15
MTR00927,North,Commercial,2025-09-21,274.29,7.66,192,Active,3.62
MTR00928,South,Commercial,2025-01-13,235.9,29.29,295,Active,7.41
MTR00929,Central,Industrial,2025-03-19,879.76,11.36,12,Active,7.55
MTR00930,Central,Commercial,2025-02-05,622.45,93.61,5,Active,12.16
MTR00931,South,Industrial,2025-08-07,169.84,42.56,1,Faulty,6.04
MTR00932,South,Residential,2025-07-04,873.33,124.17,240,Faulty,10.16
MTR00933,East,Residential,2025-11-01,199.47,6.79,136,Faulty,6.69
MTR00934,South,Commercial,2025-05-11,456.93,18.29,104,Active,6.73
MTR00935,East,Industrial,2025-08-25,1181.19,128.94,278,Faulty,10.29
MTR00936,East,Commercial,2025-07-12,695.68,36.95,294,Faulty,6.69
MTR00937,South,Commercial,2025-01-01,388.25,60.32,289,Faulty,6.29
MTR00938,Central,Industrial,2025-05-18,104.34,52.15,120,Faulty,9.54
MTR00939,North,Commercial,2025-04-25,113.77,86.6,102,Faulty,3.67
MTR00940,East,Industrial,2025-03-25,249.19,55.03,101,Faulty,7.56
MTR00941,West,Residential,2025-06-02,791.63,133.38,118,Faulty,9.98
MTR00942,West,Industrial,2025-01-07,998.75,61.77,229,Faulty,11.2
MTR00943,North,Commercial,2025-04-27,944.81,125.7,199,Faulty,5.13
MTR00944,West,Commercial,2025-02-01,686.76,146.11,176,Faulty,11.99
MTR00945,Central,Commercial,2025-03-20,262.14,50.93,103,Active,10.33
MTR00946,East,Industrial,2025-03-14,191.13,105.48,50,Faulty,4.26
MTR00947,Central,Industrial,2025-03-24,647.12,67.36,56,Active,10.96
MTR00948,North,Industrial,2025-11-05,59.33,51.06,44,Faulty,10.27
MTR00949,West,Industrial,2025-06-26,735.11,113.35,296,Active,8.36
MTR00950,East,Industrial,2025-07-04,1006.04,117.52,154,Faulty,8.85
MTR00951,North,Commercial,2025-10-26,904.18,104.96,265,Active,11.98
MTR00952,North,Residential,2025-07-23,576.09,84.5,209,Faulty,11.94
MTR00953,South,Residential,2025-12-18,815.83,109.37,275,Faulty,9.12
MTR00954,North,Industrial,2025-03-16,378.82,131.49,176,Active,8.68
MTR00955,East,Residential,2025-12-11,447.76,140.56,223,Active,11.29
MTR00956,North,Commercial,2025-10-20,1184.37,118.18,201,Faulty,7.61
MTR00957,Central,Residential,2025-09-19,315.9,115.29,236,Faulty,4.48
MTR00958,West,Commercial,2025-12-28,1013.46,41.8,27,Faulty,8.9
MTR00959,East,Residential,2025-11-29,640.53,12.52,263,Active,7.91
MTR00960,Central,Commercial,2025-08-12,271.84,127.96,160,Faulty,9.94
MTR00961,South,Commercial,2025-08-05,196.04,55.99,104,Faulty,9.28
MTR00962,North,Commercial,2025-02-17,1161.35,108.33,6,Active,6.55
MTR00963,South,Commercial,2025-10-04,769.93,50.74,208,Active,12.37
MTR00964,West,Industrial,2025-03-15,135.33,86.94,90,Faulty,8.45
MTR00965,North,Residential,2025-01-25,1063.36,106.77,249,Faulty,11.34
MTR00966,South,Residential,2025-08-28,679.76,21.44,191,Active,6.33
MTR00967,South,Commercial,2025-02-17,998.22,122.51,25,Faulty,7.9
MTR00968,East,Commercial,2025-10-29,1117.83,76.4,45,Active,8.02
MTR00969,North,Industrial,2025-04-06,1084.66,44.64,87,Active,6.3
MTR00970,Central,Commercial,2025-05-04,678.91,61.65,204,Active,6.87
MTR00971,West,Residential,2025-02-28,493.27,98.88,131,Active,12.35
MTR00972,Central,Residential,2025-12-22,596.28,135.17,3,Active,11.73
MTR00973,West,Industrial,2025-07-09,106.7,43.19,40,Faulty,8.81
MTR00974,West,Residential,2025-04-10,1055.69,58.42,43,Faulty,7.53
MTR00975,North,Industrial,2025-01-11,332.16,92.99,100,Active,9.93
MTR00976,South,Commercial,2025-06-12,626.22,59.87,140,Active,11.64
MTR00977,South,Residential,2025-10-02,1023.13,72.05,217,Faulty,8.8
MTR00978,North,Industrial,2025-01-12,629.98,91.28,11,Faulty,10.15
MTR00979,Central,Residential,2025-03-21,1133.66,75.29,106,Active,4.25
MTR00980,Central,Commercial,2025-08-19,757.57,104.68,208,Active,10.07
MTR00981,West,Commercial,2025-10-13,342.31,60.58,159,Active,9.44
MTR00982,Central,Residential,2025-02-20,153.08,107.12,225,Active,7.39
MTR00983,West,Residential,2025-12-27,543.57,22.6,129,Faulty,10.43
MTR00984,North,Residential,2025-01-22,1167.88,46.43,182,Faulty,4.37
MTR00985,East,Commercial,2025-12-09,729.64,74.32,219,Active,11.42
MTR00986,South,Residential,2025-11-27,617.88,113.35,226,Active,6.08
MTR00987,East,Commercial,2025-06-09,58.32,91.06,152,Faulty,4.0
MTR00988,East,Commercial,2025-01-21,56.89,128.59,114,Faulty,12.0
MTR00989,West,Industrial,2025-10-06,1137.51,73.4,15,Faulty,3.98
MTR00990,Central,Residential,2025-10-04,127.89,61.48,265,Active,3.71
MTR00991,West,Industrial,2025-02-26,593.68,110.06,202,Active,8.82
MTR00992,West,Commercial,2025-05-14,85.32,53.35,133,Faulty,10.06
MTR00993,South,Commercial,2025-07-07,101.44,110.51,63,Faulty,3.84
MTR00994,East,Commercial,2025-06-30,1192.1,120.97,258,Faulty,6.72
MTR00995,South,Residential,2025-06-16,509.73,93.2,85,Faulty,7.08
MTR00996,East,Residential,2025-05-01,1039.5,56.98,36,Active,4.05
MTR00997,South,Commercial,2025-04-15,608.39,55.13,238,Active,5.25
MTR00998,West,Industrial,2025-05-08,553.42,104.99,86,Faulty,9.96
MTR00999,West,Residential,2025-12-15,206.2,92.52,226,Active,4.64
MTR01000,Central,Industrial,2025-09-25,450.4,85.59,242,Faulty,6.56
MTR01001,South,Commercial,2025-09-28,573.97,34.84,199,Active,3.62
MTR01002,East,Industrial,2025-09-20,146.11,63.34,106,Faulty,9.55
MTR01003,North,Industrial,2025-11-16,271.4,125.05,169,Faulty,11.64
MTR01004,West,Commercial,2025-02-20,212.02,17.03,259,Faulty,4.46
MTR01005,East,Industrial,2025-06-04,729.38,77.48,160,Active,6.47
MTR01006,South,Commercial,2025-06-26,218.52,130.1,169,Faulty,6.28
MTR01007,East,Commercial,2025-11-30,175.61,37.14,175,Active,6.06
MTR01008,Central,Industrial,2025-11-12,1182.44,100.72,253,Active,5.09
MTR01009,West,Residential,2025-01-21,412.04,66.15,275,Active,5.82
MTR01010,West,Residential,2025-03-20,187.25,104.35,58,Faulty,8.53
MTR01011,East,Commercial,2025-06-13,742.33,132.07,168,Active,6.36
MTR01012,Central,Residential,2025-07-19,1168.55,13.44,50,Faulty,3.91
MTR01013,Central,Commercial,2025-05-12,1129.22,52.32,279,Faulty,5.36
MTR01014,West,Industrial,2025-02-09,1171.32,82.94,237,Active,10.7
MTR01015,South,Commercial,2025-11-06,719.61,142.26,27,Active,9.67
MTR01016,North,Commercial,2025-11-23,257.52,22.67,83,Active,6.55
MTR01017,South,Industrial,2025-03-03,1161.77,96.61,280,Active,6.41
MTR01018,Central,Residential,2025-01-09,54.52,136.09,9,Faulty,11.07
MTR01019,Central,Residential,2025-01-12,430.33,86.09,94,Active,11.01
MTR01020,North,Industrial,2025-01-21,1068.14,85.06,32,Active,5.01
MTR01021,Central,Commercial,2025-07-15,662.42,43.42,179,Active,3.93
MTR01022,West,Commercial,2025-01-29,918.44,42.55,264,Faulty,7.04
MTR01023,North,Commercial,2025-08-02,379.07,95.95,103,Faulty,8.52
MTR01024,Central,Commercial,2025-07-31,226.83,115.53,88,Faulty,10.73
MTR01025,West,Industrial,2025-06-17,799.14,128.43,145,Active,8.22
MTR01026,South,Residential,2025-05-14,216.58,98.57,196,Active,7.11
MTR01027,North,Residential,2025-01-26,112.34,127.83,111,Faulty,7.53
MTR01028,East,Residential,2025-09-06,661.14,146.97,72,Faulty,6.76
MTR01029,Central,Commercial,2025-05-11,208.12,118.47,238,Active,5.73
MTR01030,Central,Commercial,2025-08-13,52.9,141.49,104,Active,7.93
MTR01031,Central,Residential,2025-11-23,387.18,33.23,59,Active,6.8
MTR01032,West,Residential,2025-10-01,600.5,71.23,276,Active,7.54
MTR01033,South,Industrial,2025-10-25,261.36,11.08,26,Faulty,6.84
MTR01034,Central,Residential,2025-04-08,557.94,34.94,176,Faulty,5.78
MTR01035,South,Residential,2025-10-30,847.41,100.92,59,Active,10.39
MTR01036,Central,Industrial,2025-08-08,286.26,38.33,64,Faulty,7.25
MTR01037,South,Industrial,2025-08-18,1033.74,53.14,12,Active,3.95
MTR01038,East,Residential,2025-06-02,1045.91,100.26,264,Active,8.51
MTR01039,Central,Industrial,2025-08-22,827.64,50.37,223,Faulty,8.53
MTR01040,Central,Commercial,2025-03-17,942.34,58.27,65,Faulty,12.0
MTR01041,South,Commercial,2025-12-30,74.5,111.51,227,Active,5.02
MTR01042,South,Residential,2025-12-18,496.47,35.94,168,Faulty,10.27
MTR01043,West,Residential,2025-02-15,808.49,71.98,164,Faulty,5.29
MTR01044,Central,Residential,2025-05-14,873.54,61.35,196,Faulty,6.92
MTR01045,West,Residential,2025-04-11,1071.81,112.27,40,Faulty,5.81
MTR01046,South,Industrial,2025-12-07,350.18,62.58,253,Faulty,8.51
MTR01047,South,Commercial,2025-12-29,216.7,12.91,201,Faulty,4.25
MTR01048,Central,Residential,2025-11-11,843.52,72.58,58,Faulty,6.67
MTR01049,West,Commercial,2025-08-22,231.1,6.8,190,Faulty,4.31
MTR01050,South,Commercial,2025-01-09,300.27,125.55,125,Active,4.43
MTR01051,East,Residential,2025-01-22,763.08,66.36,187,Faulty,5.7
MTR01052,Central,Industrial,2025-09-09,382.96,111.08,74,Faulty,5.75
MTR01053,Central,Residential,2025-02-05,535.74,144.84,92,Active,3.88
MTR01054,West,Industrial,2025-03-06,154.61,93.77,169,Active,9.92
MTR01055,North,Residential,2025-04-16,545.61,25.11,255,Active,10.87
MTR01056,North,Commercial,2025-07-27,403.38,137.1,4,Faulty,4.46
MTR01057,East,Industrial,2025-01-05,998.74,31.34,240,Active,6.62
MTR01058,Central,Residential,2025-11-25,773.57,104.75,164,Active,11.5
MTR01059,West,Residential,2025-09-15,457.86,104.88,255,Faulty,3.79
MTR01060,East,Residential,2025-04-12,828.41,111.6,215,Active,3.89
MTR01061,South,Industrial,2025-05-08,783.45,106.29,37,Active,5.9
MTR01062,North,Residential,2025-05-13,875.11,28.84,85,Active,7.52
MTR01063,Central,Industrial,2025-11-05,253.22,24.62,207,Faulty,10.84
MTR01064,East,Commercial,2025-05-11,282.94,15.58,91,Faulty,9.58
MTR01065,Central,Industrial,2025-11-02,743.35,100.78,241,Faulty,7.67
MTR01066,West,Residential,2025-09-21,690.86,126.01,246,Active,7.41
MTR01067,South,Residential,2025-05-11,400.98,116.21,218,Active,10.91
MTR01068,North,Industrial,2025-02-06,1172.55,31.69,229,Active,9.83
MTR01069,West,Industrial,2025-12-28,728.6,8.39,2,Faulty,11.05
MTR01070,West,Industrial,2025-11-05,354.31,139.38,219,Faulty,6.97
MTR01071,East,Industrial,2025-07-21,476.36,37.46,259,Active,11.52
MTR01072,South,Commercial,2025-04-29,425.98,115.92,178,Faulty,7.7
MTR01073,North,Residential,2025-02-09,632.27,5.49,194,Active,11.44
MTR01074,South,Industrial,2025-05-22,718.82,146.48,210,Active,8.0
MTR01075,West,Commercial,2025-12-15,656.98,18.87,202,Active,4.38
MTR01076,Central,Residential,2025-09-27,1115.4,123.12,161,Active,12.15
MTR01077,West,Commercial,2025-06-07,682.04,130.96,244,Faulty,12.04
MTR01078,South,Industrial,2025-04-07,380.75,8.1,178,Faulty,8.85
MTR01079,South,Commercial,2025-09-07,863.62,86.78,189,Active,11.43
MTR01080,South,Residential,2025-05-04,163.29,131.74,18,Active,10.68
MTR01081,West,Commercial,2025-09-17,871.15,60.36,61,Faulty,8.13
MTR01082,Central,Commercial,2025-10-24,716.49,19.84,76,Faulty,11.71
MTR01083,Central,Commercial,2025-06-14,721.83,42.2,93,Active,9.48
MTR01084,West,Commercial,2025-04-25,232.11,61.12,144,Faulty,4.35
MTR01085,Central,Commercial,2025-03-29,999.06,8.43,196,Faulty,7.26
MTR01086,East,Residential,2025-01-01,520.92,73.43,252,Faulty,6.48
MTR01087,Central,Industrial,2025-01-20,105.53,15.9,78,Active,9.86
MTR01088,South,Commercial,2025-12-08,1027.1,19.56,236,Active,10.25
MTR01089,Central,Commercial,2025-08-24,541.81,6.03,244,Active,5.21
MTR01090,East,Industrial,2025-09-17,185.57,109.45,144,Faulty,12.34
MTR01091,West,Industrial,2025-04-09,263.0,139.27,159,Active,5.31
MTR01092,South,Commercial,2025-03-09,341.89,130.4,285,Active,11.35
MTR01093,East,Industrial,2025-02-27,511.12,93.5,185,Faulty,4.7
MTR01094,South,Residential,2025-02-14,53.26,32.93,120,Active,5.49
MTR01095,South,Residential,2025-02-28,1077.01,62.7,248,Faulty,5.39
MTR01096,West,Commercial,2025-01-11,417.84,34.01,196,Faulty,6.85
MTR01097,West,Residential,2025-03-29,90.31,121.63,65,Faulty,3.7
MTR01098,Central,Residential,2025-01-30,316.95,145.47,125,Active,6.53
MTR01099,West,Commercial,2025-06-28,660.92,38.92,74,Faulty,11.2
MTR01100,East,Commercial,2025-09-20,135.3,129.22,230,Active,3.77
MTR01101,South,Commercial,2025-07-30,303.28,8.79,137,Faulty,3.51
MTR01102,Central,Commercial,2025-09-21,665.93,131.51,254,Faulty,8.11
MTR01103,West,Residential,2025-12-16,201.3,116.81,189,Faulty,11.92
MTR01104,North,Industrial,2025-12-27,656.47,101.1,10,Faulty,10.68
MTR01105,East,Industrial,2025-08-27,252.96,24.6,198,Faulty,10.08
MTR01106,North,Residential,2025-06-22,1027.76,7.47,65,Faulty,10.84
MTR01107,West,Commercial,2025-10-30,959.98,147.92,105,Faulty,11.24
MTR01108,South,Commercial,2025-05-21,360.41,122.06,128,Faulty,6.1
MTR01109,East,Residential,2025-04-29,245.05,68.99,251,Faulty,9.26
